Product Name,Category,Specification,Price,Detailed Features
"Lenovo IdeaPad 1 15.6"" FHD Touch",computers/laptops,Intel i3-1215U - 8GB RAM - 256GB SSD - Win 11 Home S Mode - AX WiFi6 + BT5.2 - Webcam - USB-C (data only) - HDMI1.4b - 1yr warranty,801.55,"Maximized experiences & unlimited uses
The IdeaPad 1i (15"" Intel) is exactly what you need in an everyday use laptop. Watch shows on an expansive up to 15.6"" FHD display with a razor-thin frame. Listen to rich and clear audio from two Dolby Audio™ speakers. And with a battery that lasts all day and charges super-fast, you can work from anywhere while enjoying clear video calls with Smart Noise Cancelling."
"Lenovo 500e G4 12.2"" FHD Touch Flip Chromebook",computers/laptops,Intel N200- 8GB RAM - 64GB eMMC - ChromeOS - 1Y Warranty,812,"Lenovo 500e Yoga Chromebook Gen 4 (12"" Intel), Rugged, compact 2-in-1 for the classroom
- Touchscreen Chromebook for teachers & students
- 2-in-1 with 360° hinge to switch into tablet mode
- Intel® CPU for power, flash storage for speed
- Bigger-with sharper visuals-than previous gen
- Durable: MIL-SPEC tested, spill-resistant keyboard
- Fast WiFi for connectivity
- Earth-friendly packaging; optional garaged pen"
"ASUS Vivobook Go 15 15.6"" FHD Intel Core i3-N305 - 8GB RAM - 512GB SSD - Win 11 Home S Mode",computers/laptops,- AX WiFi 6E + BT5.3 - Webcam - USB-C - HDMI1.4 - FPR - 1Y Warranty,822.25,"ASUS Vivobook Go 15 - Go with your productivity!
It's light. It's compact. It's the ASUS Vivobook Go 15, and it's designed to make you productive and keep you entertained wherever you go! With its 180° lay-flat hinge, physical webcam shield and loads of thoughtful design features - Vivobook Go 15 is the laptop that sets you free!
  Display - Clearly superior display
Vivobook Go 15 has stunningly crisp and clear visuals, with a reduced risk of eye strain during long viewing sessions thanks to its TUV Rheinland eye-care certified panel. The NanoEdge slim-bezel design gives you more screen space for multitasking and immersive viewing."
"Acer TravelMate P214 TMP214-53-52QC 14"" FHD",computers/laptops,Intel Core i5-1135G7 - 16GB RAM - 256GB SSD - Win 10 Home (Free Upgradable to Win 11) - AX WiFi6 + BT5.1 - Webcam - Thunderbolt4 - HDMI - Backlit Keyboard - RJ45 - SD Card Reader,862.5,"TravelMate P2
With the TravelMate P2, it has never been easier to work away from the office. Step up your productivity through a combination of increased processing power, portability, and durability bundled with a wide range of handy business features and advanced connectivity options. For the professional on the road, there's no better choice.
  Refined Elegance
Coming in an elegant and sturdy matte black chassis weighing just 1.6kg and less than 20mm thin, the TravelMate P2 combines style, functionality, and portability all into one device. The FHD IPS display boasts increased brightness, expanded contrast, and amazingly accurate colors with new, narrower bezels for a sleeker look and a more productive workday."
"Lenovo IdeaPad 1 15AMN7 15.6"" FHD Laptop",computers/laptops,AMD Ryzen 5 7520U - 16GB RAM - 256GB SSD - Win 11 Home S Mode - AX WiFi 6 + BT5.2 - Webcam - USB-C (data only) - HDMI1.4b,908.5,"Windows 11 Home in S mode operating system
Experience the most secure Windows ever built with fast boot times, increased responsiveness, and added protection against phishing and malware.
Copilot in Windows 11 - Get answers, inspiration, and summaries
Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you.
15.6"" LED Backlit FHD Display
The 1920 x 1080 resolution boasts impressive color and clarity. Energy-efficient LED backlight."
"Acer TravelMate P214 TMP214-53-52QC 14"" FHD",computers/laptops,Intel Core i5-1135G7 - 16GB RAM - 256GB SSD - Win 11 Home - AX WiFi6 + BT5.1 - Webcam - Thunderbolt4 - HDMI - Backlit Keyboard - RJ45 - SD Card Reader,908.5,"TravelMate P2
With the TravelMate P2, it has never been easier to work away from the office. Step up your productivity through a combination of increased processing power, portability, and durability bundled with a wide range of handy business features and advanced connectivity options. For the professional on the road, there's no better choice.
  Refined Elegance
Coming in an elegant and sturdy matte black chassis weighing just 1.6kg and less than 20mm thin, the TravelMate P2 combines style, functionality, and portability all into one device. The FHD IPS display boasts increased brightness, expanded contrast, and amazingly accurate colors with new, narrower bezels for a sleeker look and a more productive workday."
"Lenovo IdeaPad Flex 5 14"" WUXGA Touch",computers/laptops,Intel i3-1215U - 8GB RAM - 256GB SSD - Win 11 Home - 1yr warranty - AX WiFi6 + BT5.2 - Webcam - Thunderbolt4 (with PD & DP1.4a) - HDMI1.4b - SD Reader,920,"Stylish & dynamic design
Keep up with a fast-changing world with the versatile IdeaPad Flex 5i Gen 7 14"" Intel. Work and learn in laptop mode, enjoy entertainment in tent mode, use stand mode for presentations, or read comfortably in tablet mode. Its 360° hinge is tested more than 25,000 times to ensure durability. Incredibly portable at just 17.8mm and 1.55kg, it's available in three colours.
  Crystal-clear colour
Enjoy rich image quality on up to an IPS WUXGA display, with 16:10 aspect ratio providing more screen real estate. T�V-certified low blue-light reduction eases eyestrain without sacrificing colour accuracy, so you enjoy both image quality and ergonomic comfort"
"Evoo 15.6"" FHD Intel Core i7-6660U - 8GB RAM - 256GB SSD - Win 10 Home",computers/laptops,- AC WiFi 5 + BT4.2 - Webcam - HDMI - MicroSD Reader - 1Y Warranty,920,The 15.6-inch EVOO Ultra-Thin Series laptop features a 1080p screen that brings a crystal clear picture for any and all of your tasks. With a high-powered Intel® Core® i7-6660U Processor you can tackle all of your daily tasks and projects with ease and haste-and with a slim and lightweight frame you can take it everywhere you go. The Intel® Iris™ Plus Graphics 540 allow you to seamlessly view your favorite content as clear as possible.
"Lenovo Remanufactured V14 IIL 14"" FHD Laptop",computers/laptops,Intel Core i5-1035G1 - 8GB RAM - 256GB SSD - AC WiFi 5 + BT4.2 - Webcam - TPM2.0 - 4in1 Card Reader - Win 10 Home - /PB 1 yr warranty,920,"Enhanced productivity & security
Dual storage options and optional NVIDIA® dedicated graphics* contribute to enhanced productivity, while the integrated firmware-Trusted Platform Module (TPM) 2.0-keeps your work secure by encrypting data and passwords.
  Visual style
The contemporary design of this sleek, Iron Gray laptop gives it a premium look and feel-especially the optional in-mold rolling (IMR) cover with textured lines-and its slim body travels well when you're not in the office. The optional FHD (1920 x 1080) 14"" screen, now with narrower side bezels for a better visual experience, displays colours beautifully and gives clarity to videos, images, and text."
"Acer NZ Remanufactured NX.ABNSA.00C 14"" FHD Laptop",computers/laptops,Intel Core i5-1135G7 - 8GB RAM - 256GB SSD - AC WiFi 5 + BT4.2 - Webcam - USB-C - HDMI - Win 10 Home - Acer / Local 1Y Warranty,943.74,
"ASUS Vivobook Go 15 E1504GA-NJ058W 15.6"" FHD Laptop",computers/laptops,Intel Core i3-N305 - 8GB RAM - 512GB SSD - Win 11 Home - 1Y Warranty - AC WiFi 5 + BT5.1 - Webcam - USB-C - HDMI1.4,950,"It's light. It's compact. It's the ASUS Vivobook Go 15 OLED, and it's designed to make you productive and keep you entertained wherever you go! With its 180° lay-flat hinge, physical webcam shield and loads of thoughtful design features - including a gorgeous OLED display -Vivobook Go 15 OLED is the laptop that sets you free!
Clearly superior display
Vivobook Go 15 OLED has stunningly crisp and clear visuals, with a reduced risk of eye strain during long viewing sessions thanks to its T�V Rheinland eye-care certified OLED panel. The NanoEdge slim-bezel design gives you more screen space for multitasking and immersive viewing."
"HP 15-fd0005dx 15.6"" HD Touch",computers/laptops,Intel Core i5-1235U - 8GB RAM - 512GB SSD - Win 11 Home S Mode - AX WiFi 6E + BT5.3 - Webcam - 1yr warranty,"1,035.00",
"Lenovo IdeaPad 1 15AMN7 15.6"" FHD Laptop",computers/laptops,AMD Ryzen 5 7520U - 16GB RAM - 512GB SSD - Win 11 Home S Mode - AX WiFi 6 + BT5.2 - Webcam - USB-C (data only) - HDMI1.4b,"1,054.42","Windows 11 Home in S mode operating system
Experience the most secure Windows ever built with fast boot times, increased responsiveness, and added protection against phishing and malware.
Copilot in Windows 11 - Get answers, inspiration, and summaries
Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you.
15.6"" LED Backlit FHD Display
The 1920 x 1080 resolution boasts impressive color and clarity. Energy-efficient LED backlight."
"Acer TravelMate P214 TMP214-53-52QC 14"" FHD",computers/laptops,Intel Core i5-1135G7 - 16GB RAM - 1TB SSD - Win 11 Home - AX WiFi6 + BT5.1 - Webcam - Thunderbolt4 - HDMI - Backlit Keyboard - RJ45 - SD Card Reader,"1,063.75","TravelMate P2
With the TravelMate P2, it has never been easier to work away from the office. Step up your productivity through a combination of increased processing power, portability, and durability bundled with a wide range of handy business features and advanced connectivity options. For the professional on the road, there's no better choice.
  Refined Elegance
Coming in an elegant and sturdy matte black chassis weighing just 1.6kg and less than 20mm thin, the TravelMate P2 combines style, functionality, and portability all into one device. The FHD IPS display boasts increased brightness, expanded contrast, and amazingly accurate colors with new, narrower bezels for a sleeker look and a more productive workday."
"HP 15-fc0432AU 15.6"" FHD",computers/laptops,AMD Ryzen 5 5625U - 16GB RAM - 512GB SSD - Win 11 Home in S mode - 1Y Warranty - AX WiFi 6 + BT5.3 - HDMI 1.4b,"1,069.50",
"Dell Inspiron 3000 series 3520 15.6"" FHD",computers/laptops,Intel Core i7-1255U - 16GB RAM - 512GB SSD - Win 11 Home - AC WiFi 5 + BT - Webcam - HDMI1.4,"1,076.40","Daily to-do's, done
Experience responsive yet quiet performance, featuring 12th generation Intel® Core™ processors combined with PCIe SSD options.
Benefit from roomy keycaps and a spacious touchpad that makes it easier to navigate your content and ComfortView software, which is a TUV Rheinland certified solution, reduces harmful blue light emissions to keep your eyes comfortable over extended viewing times. Also, sleek three-side narrow borders encase an optional FHD display.
A modern, thoughtful design
Styled in Platinum Silver for a classic look."
"ASUS Vivobook Go E1504FA 15.6"" FHD",computers/laptops,AMD Ryzen 5 7520U - 16GB RAM - 512GB SSD - Win 11 Home - 1yr warranty - AC WiFi 5 + BT4.1 - Webcam - USB-C & HDMI,"1,078.75","ASUS Vivobook Go 15 - Be productive as you Go
It's light. It's compact. It's the ASUS Vivobook Go 15, and it's designed to make you productive and keep you entertained wherever you go! With its 180° lay-flat hinge, physical webcam shield and loads of thoughtful design features - Vivobook Go 15 is the laptop that sets you free!
  Display - Clearly superior display
Vivobook Go 15 has stunningly crisp and clear visuals, with a reduced risk of eye strain during long viewing sessions. The NanoEdge slim-bezel design gives you more screen space for multitasking and immersive viewing."
"ASUS Vivobook Go E1504FA 15.6"" FHD",computers/laptops,AMD Ryzen 5 7520U - 16GB RAM - 512GB SSD - Win 11 Home - AC WiFi 5 + BT4.1 - Webcam - USB-C & HDMI - 1Y Warranty,"1,078.75","ASUS Vivobook Go 15 - Be productive as you Go
It's light. It's compact. It's the ASUS Vivobook Go 15, and it's designed to make you productive and keep you entertained wherever you go! With its 180° lay-flat hinge, physical webcam shield and loads of thoughtful design features - Vivobook Go 15 is the laptop that sets you free!
  Display - Clearly superior display
Vivobook Go 15 has stunningly crisp and clear visuals, with a reduced risk of eye strain during long viewing sessions. The NanoEdge slim-bezel design gives you more screen space for multitasking and immersive viewing."
